image_name,label
tile_L1000771_09082.png,noise
tile_L1000771_09172.png,discard
tile_L1000771_09173.png,discard
tile_L1000772_00428.png,discard
tile_L1000772_00524.png,discard
tile_L1000772_00548.png,num_6
tile_L1000772_00644.png,num_9
tile_L1000772_00654.png,num_2
tile_L1000772_00655.png,num_2
tile_L1000772_01151.png,discard
tile_L1000772_01152.png,discard
tile_L1000772_01271.png,discard
tile_L1000772_01272.png,discard
tile_L1000772_01606.png,discard
tile_L1000772_01607.png,discard
tile_L1000772_02031.png,num_3
tile_L1000772_02102.png,num_2
tile_L1000772_02103.png,num_2
tile_L1000772_02114.png,num_6
tile_L1000772_02115.png,num_6
tile_L1000772_02209.png,num_9
tile_L1000772_02235.png,noise
tile_L1000772_02329.png,noise
tile_L1000772_02355.png,noise
tile_L1000772_02978.png,num_3
tile_L1000772_03098.png,num_3
tile_L1000772_03712.png,num_0
tile_L1000772_03832.png,num_0
tile_L1000772_03976.png,discard
tile_L1000772_04096.png,draw_two
tile_L1000772_04097.png,num_2
tile_L1000772_04216.png,num_2
tile_L1000772_04217.png,num_2
tile_L1000772_04628.png,num_9
tile_L1000772_04629.png,discard
tile_L1000772_04748.png,num_9
tile_L1000772_04749.png,discard
tile_L1000772_04780.png,num_0
tile_L1000772_04805.png,num_2
tile_L1000772_04900.png,num_0
tile_L1000772_04925.png,draw_two
tile_L1000772_05513.png,skip
tile_L1000772_05576.png,num_9
tile_L1000772_05777.png,num_7
tile_L1000772_05867.png,noise
tile_L1000772_05897.png,num_7
tile_L1000772_06340.png,skip
tile_L1000772_06341.png,skip
tile_L1000772_06460.png,skip
tile_L1000772_06461.png,skip
tile_L1000772_06580.png,noise
tile_L1000772_06725.png,num_7
tile_L1000772_06726.png,num_7
tile_L1000772_06845.png,discard
tile_L1000772_06846.png,num_7
tile_L1000772_07626.png,num_3
tile_L1000772_07627.png,num_3
tile_L1000772_07746.png,num_3
tile_L1000772_07747.png,num_3
tile_L1000772_07843.png,num_8
tile_L1000772_07844.png,num_8
tile_L1000772_07854.png,discard
tile_L1000772_07855.png,discard
tile_L1000772_09074.png,num_3
tile_L1000772_09075.png,num_3
tile_L1000772_09182.png,num_6
tile_L1000772_09183.png,num_6
tile_L1000772_09290.png,num_8
tile_L1000772_09291.png,num_8
tile_L1000772_09302.png,discard
tile_L1000772_09303.png,discard
tile_L1000772_09410.png,num_8
tile_L1000772_09411.png,num_8
tile_L1000772_09416.png,noise
tile_L1000773_00789.png,num_4
tile_L1000773_00790.png,num_4
tile_L1000773_00882.png,num_1
tile_L1000773_00883.png,num_1
tile_L1000773_00908.png,discard
tile_L1000773_00909.png,wild_draw_four
tile_L1000773_00910.png,num_4
tile_L1000773_01002.png,num_1
tile_L1000773_01003.png,num_1
tile_L1000773_01017.png,reverse
tile_L1000773_01018.png,reverse
tile_L1000773_01137.png,reverse
tile_L1000773_01138.png,reverse
tile_L1000773_02236.png,discard
tile_L1000773_02237.png,discard
tile_L1000773_02355.png,num_4
tile_L1000773_02356.png,wild_draw_four
tile_L1000773_02357.png,discard
tile_L1000773_02569.png,num_1
tile_L1000773_02570.png,num_1
tile_L1000773_02584.png,reverse
tile_L1000773_02585.png,discard
tile_L1000773_03615.png,reverse
tile_L1000773_03735.png,reverse
tile_L1000773_04264.png,num_8
tile_L1000773_04265.png,num_8
tile_L1000773_04384.png,num_8
tile_L1000773_04385.png,num_8
tile_L1000773_04443.png,reverse
tile_L1000773_04444.png,reverse
tile_L1000773_04563.png,discard
tile_L1000773_04564.png,discard
tile_L1000773_05176.png,num_3
tile_L1000773_05212.png,num_8
tile_L1000773_05296.png,num_3
tile_L1000773_06004.png,discard
tile_L1000773_06005.png,discard
tile_L1000773_06124.png,discard
tile_L1000773_06125.png,discard
tile_L1000773_07248.png,num_1
tile_L1000773_07249.png,num_1
tile_L1000773_07384.png,wild
tile_L1000773_07514.png,num_2
tile_L1000773_07515.png,num_2
tile_L1000773_07634.png,num_2
tile_L1000773_07635.png,num_2
tile_L1000773_08815.png,num_1
tile_L1000773_08816.png,num_1
tile_L1000773_08949.png,wild
tile_L1000773_09081.png,num_2
tile_L1000773_09082.png,num_2
tile_L1000774_00421.png,num_3
tile_L1000774_00422.png,num_3
tile_L1000774_00433.png,num_8
tile_L1000774_00434.png,num_8
tile_L1000774_00541.png,num_3
tile_L1000774_00542.png,num_3
tile_L1000774_00553.png,num_8
tile_L1000774_00554.png,num_8
tile_L1000774_00647.png,wild
tile_L1000774_01856.png,wild
tile_L1000774_01857.png,wild
tile_L1000774_01988.png,num_3
tile_L1000774_01989.png,num_3
tile_L1000774_02119.png,num_8
tile_L1000774_02120.png,num_8
tile_L1000774_02241.png,noise
tile_L1000774_02361.png,noise
tile_L1000774_03854.png,num_6
tile_L1000774_03855.png,discard
tile_L1000774_03974.png,num_6
tile_L1000774_03975.png,discard
tile_L1000774_04021.png,num_4
tile_L1000774_04022.png,num_4
tile_L1000774_04070.png,num_3
tile_L1000774_04141.png,num_4
tile_L1000774_04142.png,num_4
tile_L1000774_04190.png,num_3
tile_L1000774_04897.png,num_3
tile_L1000774_04924.png,num_6
tile_L1000774_05017.png,discard
tile_L1000774_05042.png,noise
tile_L1000774_05043.png,noise
tile_L1000774_05044.png,discard
tile_L1000774_05389.png,num_9
tile_L1000774_05509.png,num_9
tile_L1000774_05574.png,num_4
tile_L1000774_05656.png,num_7
tile_L1000774_05694.png,discard
tile_L1000774_05776.png,num_7
tile_L1000774_05861.png,discard
tile_L1000774_05981.png,discard
tile_L1000774_06336.png,num_9
tile_L1000774_06456.png,num_9
tile_L1000774_06605.png,num_7
tile_L1000774_07606.png,num_8
tile_L1000774_07607.png,num_8
tile_L1000774_07633.png,num_3
tile_L1000774_07634.png,num_3
tile_L1000774_07711.png,discard
tile_L1000774_07712.png,discard
tile_L1000774_07726.png,num_8
tile_L1000774_07727.png,num_8
tile_L1000774_07739.png,num_7
tile_L1000774_07740.png,num_7
tile_L1000774_07831.png,discard
tile_L1000774_07832.png,discard
tile_L1000774_07859.png,num_7
tile_L1000774_07860.png,num_7
tile_L1000774_08330.png,discard
tile_L1000774_08331.png,discard
tile_L1000774_08449.png,discard
tile_L1000774_08450.png,discard
tile_L1000774_08569.png,discard
tile_L1000774_08570.png,discard
tile_L1000774_09082.png,num_3
tile_L1000774_09083.png,num_3
tile_L1000774_09159.png,discard
tile_L1000774_09160.png,discard
tile_L1000774_09173.png,num_8
tile_L1000774_09174.png,num_8
tile_L1000774_09188.png,num_7
tile_L1000774_09189.png,num_7
tile_L1000774_09279.png,discard
tile_L1000774_09280.png,discard
tile_L1000775_00273.png,num_3
tile_L1000775_00274.png,num_3
tile_L1000775_00298.png,num_0
tile_L1000775_00299.png,num_0
tile_L1000775_00404.png,num_4
tile_L1000775_00405.png,num_4
tile_L1000775_01864.png,num_0
tile_L1000775_01865.png,num_0
tile_L1000775_01956.png,num_3
tile_L1000775_01957.png,num_3
tile_L1000775_01972.png,discard
tile_L1000775_01984.png,num_0
tile_L1000775_01985.png,num_0
tile_L1000775_02749.png,num_1
tile_L1000775_02750.png,num_1
tile_L1000775_02869.png,num_1
tile_L1000775_02870.png,num_1
tile_L1000775_03258.png,wild
tile_L1000775_03378.png,wild
tile_L1000775_03817.png,num_1
tile_L1000775_03937.png,num_1
tile_L1000775_03966.png,discard
tile_L1000775_04085.png,noise
tile_L1000775_04144.png,num_1
tile_L1000775_04205.png,noise
tile_L1000775_04264.png,num_1
tile_L1000775_04671.png,num_8
tile_L1000775_04791.png,num_8
tile_L1000775_04817.png,num_4
tile_L1000775_04818.png,num_4
tile_L1000775_04937.png,num_4
tile_L1000775_04938.png,num_4
tile_L1000775_05107.png,noise
tile_L1000775_05227.png,noise
tile_L1000775_05265.png,discard
tile_L1000775_05385.png,discard
tile_L1000775_05404.png,num_4
tile_L1000775_05405.png,num_4
tile_L1000775_05454.png,num_1
tile_L1000775_05455.png,num_1
tile_L1000775_05524.png,num_4
tile_L1000775_05525.png,num_4
tile_L1000775_05574.png,num_1
tile_L1000775_05575.png,num_1
tile_L1000775_05861.png,num_8
tile_L1000775_05981.png,num_8
tile_L1000775_06594.png,num_5
tile_L1000775_06595.png,num_5
tile_L1000775_06714.png,num_5
tile_L1000775_06715.png,num_5
tile_L1000775_07370.png,num_7
tile_L1000775_07490.png,num_7
tile_L1000775_07623.png,discard
tile_L1000775_07624.png,discard
tile_L1000775_07635.png,wild
tile_L1000775_07636.png,wild
tile_L1000775_07662.png,num_5
tile_L1000775_07743.png,discard
tile_L1000775_07744.png,discard
tile_L1000775_07782.png,discard
tile_L1000775_08963.png,wild
tile_L1000775_08964.png,wild
tile_L1000775_09055.png,num_7
tile_L1000775_09056.png,num_7
tile_L1000775_09071.png,num_0
tile_L1000775_09072.png,num_0
tile_L1000775_09191.png,num_0
tile_L1000775_09192.png,num_0
tile_L1000776_00537.png,skip
tile_L1000776_00538.png,skip
tile_L1000776_00550.png,discard
tile_L1000776_00551.png,draw_two
tile_L1000776_00552.png,num_2
tile_L1000776_00645.png,num_5
tile_L1000776_00657.png,skip
tile_L1000776_00658.png,skip
tile_L1000776_00670.png,discard
tile_L1000776_00671.png,discard
tile_L1000776_00765.png,num_5
tile_L1000776_01985.png,skip
tile_L1000776_01997.png,num_2
tile_L1000776_01998.png,draw_two
tile_L1000776_01999.png,discard
tile_L1000776_02105.png,skip
tile_L1000776_02117.png,discard
tile_L1000776_02118.png,num_2
tile_L1000776_02212.png,num_5
tile_L1000776_02213.png,num_5
tile_L1000776_03474.png,num_3
tile_L1000776_03594.png,num_3
tile_L1000776_04262.png,num_3
tile_L1000776_04337.png,num_7
tile_L1000776_04421.png,num_3
tile_L1000776_04457.png,num_7
tile_L1000776_05034.png,num_8
tile_L1000776_05224.png,discard
tile_L1000776_05344.png,discard
tile_L1000776_05406.png,num_7
tile_L1000776_05452.png,num_3
tile_L1000776_05453.png,num_3
tile_L1000776_05526.png,num_7
tile_L1000776_05572.png,discard
tile_L1000776_05573.png,discard
tile_L1000776_05982.png,num_8
tile_L1000776_06102.png,num_8
tile_L1000776_07394.png,discard
tile_L1000776_07620.png,num_4
tile_L1000776_07621.png,num_4
tile_L1000776_08840.png,discard
tile_L1000776_08841.png,discard
tile_L1000776_08948.png,discard
tile_L1000776_08949.png,discard
tile_L1000776_09068.png,discard
tile_L1000776_09069.png,discard
tile_L1000777_00537.png,discard
tile_L1000777_00538.png,discard
tile_L1000777_00539.png,num_2
tile_L1000777_00657.png,discard
tile_L1000777_00658.png,discard
tile_L1000777_00764.png,num_7
tile_L1000777_00765.png,num_7
tile_L1000777_01865.png,num_2
tile_L1000777_01866.png,num_2
tile_L1000777_01867.png,discard
tile_L1000777_01975.png,num_7
tile_L1000777_01985.png,num_2
tile_L1000777_01986.png,num_2
tile_L1000777_02095.png,num_7
tile_L1000777_03702.png,num_3
tile_L1000777_03703.png,num_3
tile_L1000777_03822.png,num_3
tile_L1000777_03823.png,num_3
tile_L1000777_04529.png,num_3
tile_L1000777_04530.png,num_3
tile_L1000777_04649.png,discard
tile_L1000777_04650.png,num_3
tile_L1000777_04746.png,num_7
tile_L1000777_04747.png,num_7
tile_L1000777_04851.png,num_7
tile_L1000777_04852.png,num_7
tile_L1000777_04866.png,num_7
tile_L1000777_04867.png,num_7
tile_L1000777_05263.png,reverse
tile_L1000777_05383.png,reverse
tile_L1000777_05703.png,noise
tile_L1000777_05823.png,noise
tile_L1000777_06211.png,reverse
tile_L1000777_06331.png,reverse
tile_L1000777_07615.png,discard
tile_L1000777_07616.png,discard
tile_L1000777_07724.png,wild
tile_L1000777_07735.png,discard
tile_L1000777_07736.png,discard
tile_L1000777_09052.png,wild
tile_L1000777_09063.png,num_4
tile_L1000777_09064.png,num_4
tile_L1000777_09183.png,num_4
tile_L1000777_09184.png,discard
tile_L1000778_00290.png,num_3
tile_L1000778_00291.png,num_3
tile_L1000778_00410.png,num_3
tile_L1000778_00411.png,num_3
tile_L1000778_00424.png,num_2
tile_L1000778_00425.png,num_2
tile_L1000778_00438.png,reverse
tile_L1000778_00439.png,reverse
tile_L1000778_01857.png,num_3
tile_L1000778_01977.png,num_3
tile_L1000778_01978.png,noise
tile_L1000778_01991.png,num_2
tile_L1000778_02004.png,reverse
tile_L1000778_02005.png,reverse
tile_L1000778_02098.png,noise
tile_L1000778_02111.png,num_2
tile_L1000778_03135.png,num_2
tile_L1000778_03136.png,num_2
tile_L1000778_03233.png,num_7
tile_L1000778_03255.png,num_2
tile_L1000778_03256.png,num_2
tile_L1000778_03353.png,num_7
tile_L1000778_04060.png,num_7
tile_L1000778_04084.png,num_2
tile_L1000778_04180.png,num_7
tile_L1000778_04204.png,num_2
tile_L1000778_04792.png,num_1
tile_L1000778_04912.png,num_1
tile_L1000778_04937.png,num_5
tile_L1000778_05619.png,num_1
tile_L1000778_05693.png,num_9
tile_L1000778_05739.png,discard
tile_L1000778_05765.png,num_5
tile_L1000778_05766.png,num_5
tile_L1000778_05812.png,noise
tile_L1000778_05813.png,num_9
tile_L1000778_05814.png,noise
tile_L1000778_05815.png,noise
tile_L1000778_05885.png,num_5
tile_L1000778_05886.png,num_5
tile_L1000778_05898.png,noise
tile_L1000778_05932.png,noise
tile_L1000779_00196.png,num_7
tile_L1000779_00197.png,num_7
tile_L1000779_00303.png,discard
tile_L1000779_00304.png,wild_draw_four
tile_L1000779_00305.png,num_4
tile_L1000779_00316.png,num_7
tile_L1000779_00317.png,num_7
tile_L1000779_00398.png,num_7
tile_L1000779_00399.png,num_7
tile_L1000779_00412.png,num_8
tile_L1000779_00413.png,num_8
tile_L1000779_00423.png,discard
tile_L1000779_00424.png,discard
tile_L1000779_01749.png,num_4
tile_L1000779_01750.png,num_4
tile_L1000779_01751.png,discard
tile_L1000779_01869.png,num_4
tile_L1000779_01870.png,num_4
tile_L1000779_01871.png,discard
tile_L1000779_01872.png,noise
tile_L1000779_01873.png,noise
tile_L1000779_01882.png,num_7
tile_L1000779_01883.png,num_7
tile_L1000779_01965.png,num_7
tile_L1000779_01966.png,num_7
tile_L1000779_01979.png,num_8
tile_L1000779_01980.png,num_8
tile_L1000779_02099.png,noise
tile_L1000779_02100.png,noise
tile_L1000779_02219.png,noise
tile_L1000779_03782.png,num_7
tile_L1000779_05458.png,discard
tile_L1000779_05459.png,num_7
tile_L1000779_05578.png,discard
tile_L1000779_05579.png,discard
tile_L1000779_05698.png,noise
tile_L1000779_07512.png,discard
tile_L1000779_07513.png,discard
tile_L1000779_07617.png,num_4
tile_L1000779_07618.png,num_4
tile_L1000779_07632.png,discard
tile_L1000779_07633.png,discard
tile_L1000779_09064.png,discard
tile_L1000779_09065.png,discard
tile_L1000779_09078.png,discard
tile_L1000779_09184.png,discard
tile_L1000779_09185.png,discard
tile_L1000779_09194.png,noise
tile_L1000779_09198.png,discard
tile_L1000779_09314.png,noise
tile_L1000779_09434.png,noise
tile_L1000780_00530.png,num_7
tile_L1000780_00542.png,num_4
tile_L1000780_00543.png,num_4
tile_L1000780_00662.png,num_4
tile_L1000780_00663.png,num_4
tile_L1000780_02095.png,num_7
tile_L1000780_02096.png,num_7
tile_L1000780_02215.png,num_7
tile_L1000780_02216.png,discard
tile_L1000780_02224.png,noise
tile_L1000780_02228.png,num_4
tile_L1000780_02229.png,num_4
tile_L1000780_02336.png,noise
tile_L1000780_02344.png,noise
tile_L1000780_02464.png,noise
tile_L1000780_03974.png,num_9
tile_L1000780_03975.png,discard
tile_L1000780_04026.png,num_3
tile_L1000780_04094.png,num_9
tile_L1000780_04095.png,discard
tile_L1000780_04146.png,num_3
tile_L1000780_04923.png,num_9
tile_L1000780_04935.png,noise
tile_L1000780_04989.png,noise
tile_L1000780_05043.png,num_9
tile_L1000780_05055.png,noise
tile_L1000780_05109.png,noise
tile_L1000780_05175.png,noise
tile_L1000780_05457.png,num_3
tile_L1000780_05458.png,num_3
tile_L1000780_05577.png,num_3
tile_L1000780_05578.png,num_3
tile_L1000780_07384.png,discard
tile_L1000780_07385.png,skip
tile_L1000780_07397.png,num_3
tile_L1000780_07398.png,num_3
tile_L1000780_07504.png,discard
tile_L1000780_07505.png,skip
tile_L1000780_07517.png,num_3
tile_L1000780_07518.png,num_3
tile_L1000780_08831.png,discard
tile_L1000780_08832.png,discard
tile_L1000780_08951.png,skip
tile_L1000780_08952.png,discard
tile_L1000780_08963.png,num_3
tile_L1000780_08964.png,num_3
tile_L1000780_09083.png,num_3
tile_L1000780_09084.png,num_3
tile_L1000781_02747.png,reverse
tile_L1000781_02867.png,reverse
tile_L1000781_03816.png,reverse
tile_L1000781_03935.png,noise
tile_L1000781_03936.png,reverse
tile_L1000781_04055.png,noise
tile_L1000781_04336.png,wild
tile_L1000781_04377.png,discard
tile_L1000781_04378.png,discard
tile_L1000781_04385.png,num_8
tile_L1000781_04386.png,num_8
tile_L1000781_04430.png,num_0
tile_L1000781_04491.png,num_8
tile_L1000781_04499.png,discard
tile_L1000781_04505.png,num_8
tile_L1000781_04506.png,num_8
tile_L1000781_04550.png,num_0
tile_L1000781_05177.png,noise
tile_L1000781_05178.png,noise
tile_L1000781_05297.png,noise
tile_L1000781_05298.png,noise
tile_L1000781_05378.png,num_0
tile_L1000781_05392.png,discard
tile_L1000781_05498.png,num_0
tile_L1000781_05512.png,noise
tile_L1000781_05617.png,noise
tile_L1000781_07605.png,discard
tile_L1000781_07606.png,discard
tile_L1000781_09053.png,num_4
tile_L1000781_09054.png,num_4
tile_L1000781_09067.png,discard
tile_L1000782_00647.png,wild
tile_L1000782_00648.png,wild
tile_L1000782_00662.png,num_5
tile_L1000782_00663.png,num_5
tile_L1000782_01857.png,wild
tile_L1000782_01977.png,discard
tile_L1000782_02096.png,noise
tile_L1000782_02216.png,noise
tile_L1000782_02230.png,num_5
tile_L1000782_02231.png,num_5
tile_L1000782_02349.png,noise
tile_L1000782_02469.png,noise
tile_L1000782_03139.png,num_2
tile_L1000782_03259.png,num_2
tile_L1000782_03486.png,num_2
tile_L1000782_03487.png,num_2
tile_L1000782_03606.png,draw_two
tile_L1000782_03607.png,draw_two
tile_L1000782_04141.png,num_7
tile_L1000782_04142.png,num_7
tile_L1000782_04261.png,num_7
tile_L1000782_04262.png,num_7
tile_L1000782_04338.png,num_0
tile_L1000782_04458.png,num_0
tile_L1000782_04659.png,discard
tile_L1000782_04660.png,discard
tile_L1000782_04779.png,skip
tile_L1000782_04780.png,skip
tile_L1000782_05045.png,num_0
tile_L1000782_05164.png,noise
tile_L1000782_05486.png,skip
tile_L1000782_05487.png,skip
tile_L1000782_05606.png,discard
tile_L1000782_05607.png,skip
tile_L1000782_05699.png,noise
tile_L1000782_05816.png,num_7
tile_L1000782_05819.png,noise
tile_L1000782_05901.png,discard
tile_L1000782_05935.png,noise
tile_L1000782_06021.png,discard
tile_L1000782_06488.png,reverse
tile_L1000782_07616.png,num_3
tile_L1000782_07617.png,num_3
tile_L1000782_09064.png,num_3
tile_L1000782_09065.png,num_3
tile_L1000783_03703.png,num_7
tile_L1000783_04381.png,num_8
tile_L1000783_04382.png,num_8
tile_L1000783_04501.png,num_8
tile_L1000783_04502.png,num_8
tile_L1000783_04530.png,num_7
tile_L1000783_04649.png,noise
tile_L1000783_04650.png,num_7
tile_L1000783_04769.png,noise
tile_L1000783_05262.png,num_6
tile_L1000783_05263.png,discard
tile_L1000783_05382.png,num_6
tile_L1000783_05383.png,discard
tile_L1000783_05692.png,num_8
tile_L1000783_05736.png,discard
tile_L1000783_05856.png,discard
tile_L1000783_05969.png,num_6
tile_L1000783_06089.png,discard
tile_L1000783_06090.png,noise
tile_L1000783_06220.png,noise
tile_L1000783_06340.png,noise
tile_L1000783_06460.png,noise
tile_L1000783_07481.png,discard
tile_L1000783_07491.png,num_2
tile_L1000783_07492.png,num_2
tile_L1000783_07504.png,num_9
tile_L1000783_07505.png,num_9
tile_L1000783_07843.png,noise
tile_L1000783_07844.png,noise
tile_L1000783_08820.png,num_2
tile_L1000783_08821.png,num_2
tile_L1000783_08926.png,discard
tile_L1000783_08927.png,wild_draw_four
tile_L1000783_08950.png,discard
tile_L1000783_08951.png,num_9
tile_L1000783_09070.png,discard
tile_L1000783_09071.png,discard
tile_L1000784_02178.png,num_4
tile_L1000784_02298.png,num_4
tile_L1000784_02989.png,wild
tile_L1000784_03005.png,num_4
tile_L1000784_03006.png,num_4
tile_L1000784_03124.png,noise
tile_L1000784_03125.png,discard
tile_L1000784_03126.png,num_4
tile_L1000784_03132.png,noise
tile_L1000784_03244.png,noise
tile_L1000784_03245.png,noise
tile_L1000784_03252.png,noise
tile_L1000784_03372.png,noise
tile_L1000784_03739.png,num_7
tile_L1000784_03817.png,wild
tile_L1000784_03859.png,num_7
tile_L1000784_04496.png,num_0
tile_L1000784_04549.png,num_7
tile_L1000784_04669.png,num_7
tile_L1000784_04687.png,num_7
tile_L1000784_04688.png,num_7
tile_L1000784_04807.png,discard
tile_L1000784_04808.png,num_7
tile_L1000784_04927.png,noise
tile_L1000784_05059.png,num_8
tile_L1000784_05060.png,num_8
tile_L1000784_05179.png,num_8
tile_L1000784_05180.png,num_8
tile_L1000784_05617.png,num_7
tile_L1000784_05737.png,discard
tile_L1000784_06008.png,num_8
tile_L1000784_06009.png,num_8
tile_L1000784_06128.png,discard
tile_L1000784_06129.png,num_8
tile_L1000784_06175.png,num_0
tile_L1000784_06176.png,num_0
tile_L1000784_06248.png,noise
tile_L1000784_06469.png,num_0
tile_L1000784_06589.png,num_0
tile_L1000784_07296.png,discard
tile_L1000784_07416.png,discard
tile_L1000785_02898.png,num_7
tile_L1000785_03018.png,num_7
tile_L1000785_03605.png,num_7
tile_L1000785_04026.png,num_6
tile_L1000785_04577.png,discard
tile_L1000785_04578.png,discard
tile_L1000785_04621.png,discard
tile_L1000785_04741.png,discard
tile_L1000785_05285.png,num_0
tile_L1000785_05337.png,discard
tile_L1000785_05338.png,num_6
tile_L1000785_05405.png,num_0
tile_L1000785_05412.png,noise
tile_L1000785_05457.png,discard
tile_L1000785_05458.png,num_6
tile_L1000785_05532.png,noise
tile_L1000785_05577.png,noise
tile_L1000785_05652.png,noise
tile_L1000785_06138.png,num_0
tile_L1000785_06258.png,num_0
tile_L1000785_06846.png,num_0
tile_L1000785_06966.png,num_0
tile_L1000785_07370.png,discard
tile_L1000785_07371.png,discard
tile_L1000785_07382.png,discard
tile_L1000785_07383.png,discard
tile_L1000785_07490.png,num_8
tile_L1000785_07491.png,num_8
tile_L1000785_07502.png,num_6
tile_L1000785_07503.png,num_6
tile_L1000785_07636.png,num_2
tile_L1000785_08936.png,skip
tile_L1000785_08948.png,discard
tile_L1000785_08949.png,num_6
tile_L1000785_09056.png,skip
tile_L1000785_09057.png,noise
tile_L1000785_09068.png,discard
tile_L1000785_09069.png,discard
tile_L1000785_09202.png,num_2
tile_L1000786_00294.png,discard
tile_L1000786_00295.png,num_4
tile_L1000786_00414.png,num_4
tile_L1000786_00415.png,discard
tile_L1000786_01861.png,num_4
tile_L1000786_01981.png,discard
tile_L1000786_03897.png,discard
tile_L1000786_04017.png,num_6
tile_L1000786_04550.png,num_0
tile_L1000786_04670.png,num_0
tile_L1000786_04856.png,discard
tile_L1000786_04938.png,num_8
tile_L1000786_05058.png,num_8
tile_L1000786_05497.png,discard
tile_L1000786_05498.png,discard
tile_L1000786_05525.png,num_8
tile_L1000786_05617.png,discard
tile_L1000786_05618.png,discard
tile_L1000786_05645.png,discard
tile_L1000786_05696.png,num_6
tile_L1000786_05765.png,noise
tile_L1000786_09059.png,wild
tile_L1000786_09060.png,wild
tile_L1000787_00889.png,num_3
tile_L1000787_00890.png,num_3
tile_L1000787_02338.png,num_3
tile_L1000787_02339.png,num_3
tile_L1000787_03948.png,num_9
tile_L1000787_04068.png,num_9
tile_L1000787_04574.png,discard
tile_L1000787_04575.png,discard
tile_L1000787_04694.png,discard
tile_L1000787_04695.png,draw_two
tile_L1000787_04696.png,num_2
tile_L1000787_04815.png,num_2
tile_L1000787_04816.png,discard
tile_L1000787_05016.png,discard
tile_L1000787_05017.png,num_9
tile_L1000787_05136.png,discard
tile_L1000787_05137.png,num_9
tile_L1000787_05342.png,num_2
tile_L1000787_05448.png,num_2
tile_L1000787_05462.png,num_2
tile_L1000787_05525.png,num_2
tile_L1000787_05645.png,draw_two
tile_L1000787_05765.png,discard
tile_L1000787_05766.png,discard
tile_L1000787_05869.png,discard
tile_L1000787_05870.png,discard
tile_L1000787_05989.png,discard
tile_L1000787_05990.png,wild_draw_four
tile_L1000787_06110.png,discard
tile_L1000787_06577.png,num_4
tile_L1000787_06697.png,wild_draw_four
tile_L1000787_06698.png,discard
tile_L1000787_06817.png,discard
tile_L1000787_06818.png,discard
tile_L1000788_00541.png,num_1
tile_L1000788_00542.png,num_1
tile_L1000788_00651.png,num_2
tile_L1000788_01989.png,num_1
tile_L1000788_01990.png,num_1
tile_L1000788_01991.png,num_1
tile_L1000788_02096.png,num_2
tile_L1000788_02097.png,draw_two
tile_L1000788_02109.png,num_1
tile_L1000788_02110.png,num_1
tile_L1000788_02111.png,num_1
