image_name,label
num_9\tile_L1000844_08816.png,num_9
num_9\tile_L1000844_08936.png,num_9
num_9\tile_L1000846_08823.png,num_9
num_9\tile_L1000850_07127.png,num_9
num_9\tile_L1000907_07606.png,num_9
num_9\tile_L1000910_00289.png,num_9
reverse\tile_L1000773_01017.png,reverse
reverse\tile_L1000773_01018.png,reverse
reverse\tile_L1000773_02584.png,reverse
reverse\tile_L1000773_04444.png,reverse
reverse\tile_L1000778_00439.png,reverse
reverse\tile_L1000841_07249.png,reverse
reverse\tile_L1000841_07370.png,reverse
reverse\tile_L1000846_04702.png,reverse
reverse\tile_L1000846_04822.png,reverse
reverse\tile_L1000846_05290.png,reverse
reverse\tile_L1000847_05379.png,reverse
reverse\tile_L1000848_04944.png,reverse
reverse\tile_L1000857_04449.png,reverse
reverse\tile_L1000904_00903.png,reverse
skip\tile_L1000772_05513.png,skip
skip\tile_L1000776_00658.png,skip
skip\tile_L1000780_07385.png,skip
skip\tile_L1000788_03832.png,skip
skip\tile_L1000788_03952.png,skip
skip\tile_L1000788_04779.png,skip
skip\tile_L1000788_04780.png,skip
skip\tile_L1000788_04899.png,skip
skip\tile_L1000790_08924.png,skip
skip\tile_L1000837_06828.png,skip
skip\tile_L1000844_04566.png,skip
skip\tile_L1000844_04699.png,skip
skip\tile_L1000852_02102.png,skip
skip\tile_L1000906_04898.png,skip
wild\tile_L1000773_08949.png,wild
wild\tile_L1000774_00647.png,wild
wild\tile_L1000774_01856.png,wild
wild\tile_L1000775_03378.png,wild
wild\tile_L1000775_07635.png,wild
wild\tile_L1000775_07636.png,wild
wild\tile_L1000775_08964.png,wild
wild\tile_L1000782_00648.png,wild
wild\tile_L1000782_01857.png,wild
wild\tile_L1000784_02989.png,wild
wild\tile_L1000790_00641.png,wild
wild\tile_L1000908_00293.png,wild
wild\tile_L1000908_00294.png,wild
wild\tile_L1000908_01740.png,wild
wild_draw_four\tile_L1000773_00909.png,wild_draw_four
wild_draw_four\tile_L1000773_02356.png,wild_draw_four
wild_draw_four\tile_L1000779_00304.png,wild_draw_four
wild_draw_four\tile_L1000783_08927.png,wild_draw_four
wild_draw_four\tile_L1000787_05990.png,wild_draw_four
wild_draw_four\tile_L1000787_06697.png,wild_draw_four
wild_draw_four\tile_L1000843_06772.png,wild_draw_four
wild_draw_four\tile_L1000849_07263.png,wild_draw_four
wild_draw_four\tile_L1000849_07383.png,wild_draw_four
wild_draw_four\tile_L1000904_05273.png,wild_draw_four
wild_draw_four\tile_L1000904_05274.png,wild_draw_four
wild_draw_four\tile_L1000904_05860.png,wild_draw_four
wild_draw_four\tile_L1000904_05861.png,wild_draw_four
wild_draw_four\tile_L1000907_09184.png,wild_draw_four
